,Study_name,Respondent_Name,Gender,Age,Group,Type,Label,Start,Duration,ParentStimulus,Parent_Stimulus_Start,Parent_Stimulus_Duration,Hit_time_G,Time_spent_G,Time_spent_G_Percentage,Respondent_ratio_G,Revisit_G_Revisitors,Revisit_G_Visitors,Revisit_G_Revisits,TTFF_F,Time_spent_F,Time_spent_F_Percentage,Revisit_F_Revisitors,Revisit_F_Visitors,Revisit_F_Revisits,Fixations_Count,First_Fixation_Duration,Average_Fixations_Duration,Mouse_Clicks
1360,ECG Study,Fellow 7,MALE,0,Fellow,Static AOI,V5-4 WPW,303552,30143,Wolf Parkinson White syndrome,303552.0,30143.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,30116.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0
1361,ECG Study,Fellow 7,MALE,0,Fellow,Stimulus,Ventricular paced rhythm,377454,30176,,,,,,,,,,,,,,,,,,,,
1362,ECG Study,Fellow 7,MALE,0,Fellow,Static AOI,V5-1 VentPaced,377454,30176,Ventricular paced rhythm,377454.0,30176.0,19375.0,117.0,0.0,1.0,0.0,1.0,0.0,30153.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0
1363,ECG Study,Fellow 7,MALE,0,Fellow,Static AOI,II-1 VentPaced,377454,30176,Ventricular paced rhythm,377454.0,30176.0,18875.0,566.0,2.0,1.0,1.0,1.0,2.0,19371.0,50.0,0.0,1.0,1.0,2.0,2.0,17.0,25.0,0.0
1364,ECG Study,Fellow 7,MALE,0,Fellow,Static AOI,V1-1 VentPaced,377454,30176,Ventricular paced rhythm,377454.0,30176.0,18875.0,666.0,2.0,1.0,1.0,1.0,2.0,7787.0,150.0,0.0,1.0,1.0,5.0,7.0,17.0,21.0,0.0
1365,ECG Study,Fellow 7,MALE,0,Fellow,Static AOI,1 VentPaced,377454,30176,Ventricular paced rhythm,377454.0,30176.0,7375.0,816.0,3.0,1.0,1.0,1.0,3.0,7271.0,350.0,1.0,1.0,1.0,4.0,10.0,84.0,35.0,0.0
1366,ECG Study,Fellow 7,MALE,0,Fellow,Static AOI,aVR VentPaced,377454,30176,Ventricular paced rhythm,377454.0,30176.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,30153.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0
1367,ECG Study,Fellow 7,MALE,0,Fellow,Static AOI,V1 VentPaced,377454,30176,Ventricular paced rhythm,377454.0,30176.0,2875.0,250.0,1.0,1.0,0.0,1.0,0.0,2838.0,50.0,0.0,1.0,1.0,2.0,3.0,16.0,17.0,0.0
1368,ECG Study,Fellow 7,MALE,0,Fellow,Static AOI,V4 VentPaced,377454,30176,Ventricular paced rhythm,377454.0,30176.0,5375.0,1016.0,3.0,1.0,1.0,1.0,2.0,4904.0,567.0,2.0,1.0,1.0,3.0,13.0,117.0,44.0,0.0
1369,ECG Study,Fellow 7,MALE,0,Fellow,Static AOI,2 VentPaced,377454,30176,Ventricular paced rhythm,377454.0,30176.0,8125.0,1266.0,4.0,1.0,0.0,1.0,0.0,8054.0,332.0,1.0,1.0,1.0,7.0,13.0,16.0,26.0,0.0
1370,ECG Study,Fellow 7,MALE,0,Fellow,Static AOI,aVL VentPaced,377454,30176,Ventricular paced rhythm,377454.0,30176.0,9625.0,800.0,3.0,1.0,1.0,1.0,2.0,9604.0,300.0,1.0,1.0,1.0,4.0,12.0,17.0,25.0,0.0
1371,ECG Study,Fellow 7,MALE,0,Fellow,Static AOI,V2 VentPaced,377454,30176,Ventricular paced rhythm,377454.0,30176.0,1875.0,2432.0,8.0,1.0,1.0,1.0,8.0,2355.0,583.0,2.0,1.0,1.0,11.0,23.0,33.0,25.0,0.0
1372,ECG Study,Fellow 7,MALE,0,Fellow,Static AOI,V5 VentPaced,377454,30176,Ventricular paced rhythm,377454.0,30176.0,5625.0,1000.0,3.0,1.0,1.0,1.0,4.0,5871.0,333.0,1.0,1.0,1.0,6.0,9.0,17.0,37.0,0.0
1373,ECG Study,Fellow 7,MALE,0,Fellow,Static AOI,3 VentPaced,377454,30176,Ventricular paced rhythm,377454.0,30176.0,9125.0,150.0,0.0,1.0,0.0,1.0,0.0,7737.0,34.0,0.0,1.0,1.0,2.0,2.0,17.0,17.0,0.0
1374,ECG Study,Fellow 7,MALE,0,Fellow,Static AOI,aVF VentPaced,377454,30176,Ventricular paced rhythm,377454.0,30176.0,10375.0,1549.0,5.0,1.0,1.0,1.0,3.0,9771.0,267.0,1.0,1.0,1.0,7.0,14.0,17.0,19.0,0.0
1375,ECG Study,Fellow 7,MALE,0,Fellow,Static AOI,V3 VentPaced,377454,30176,Ventricular paced rhythm,377454.0,30176.0,625.0,4331.0,14.0,1.0,1.0,1.0,9.0,352.0,1368.0,5.0,1.0,1.0,19.0,45.0,217.0,30.0,0.0
1376,ECG Study,Fellow 7,MALE,0,Fellow,Static AOI,V6 VentPaced,377454,30176,Ventricular paced rhythm,377454.0,30176.0,4625.0,1866.0,6.0,1.0,1.0,1.0,4.0,4388.0,717.0,2.0,1.0,1.0,8.0,26.0,16.0,28.0,0.0
1377,ECG Study,Fellow 7,MALE,0,Fellow,Static AOI,Information VentPaced,377454,30176,Ventricular paced rhythm,377454.0,30176.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,30153.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0
1378,ECG Study,Fellow 7,MALE,0,Fellow,Static AOI,V1-2 VentPaced,377454,30176,Ventricular paced rhythm,377454.0,30176.0,10625.0,1766.0,6.0,1.0,1.0,1.0,5.0,11254.0,83.0,0.0,1.0,1.0,4.0,5.0,17.0,17.0,0.0
1379,ECG Study,Fellow 7,MALE,0,Fellow,Static AOI,V1-3 VentPaced,377454,30176,Ventricular paced rhythm,377454.0,30176.0,14375.0,2965.0,10.0,1.0,1.0,1.0,5.0,603.0,701.0,2.0,1.0,1.0,15.0,29.0,17.0,24.0,0.0
1380,ECG Study,Fellow 7,MALE,0,Fellow,Static AOI,V1-4 VentPaced,377454,30176,Ventricular paced rhythm,377454.0,30176.0,6625.0,916.0,3.0,1.0,1.0,1.0,2.0,4338.0,200.0,1.0,1.0,1.0,4.0,8.0,17.0,25.0,0.0
1381,ECG Study,Fellow 7,MALE,0,Fellow,Static AOI,II-2 VentPaced,377454,30176,Ventricular paced rhythm,377454.0,30176.0,10875.0,1516.0,5.0,1.0,1.0,1.0,5.0,10187.0,133.0,0.0,1.0,1.0,6.0,6.0,17.0,22.0,0.0
1382,ECG Study,Fellow 7,MALE,0,Fellow,Static AOI,II-3 VentPaced,377454,30176,Ventricular paced rhythm,377454.0,30176.0,14125.0,1633.0,5.0,1.0,1.0,1.0,4.0,836.0,433.0,1.0,1.0,1.0,6.0,13.0,17.0,33.0,0.0
1383,ECG Study,Fellow 7,MALE,0,Fellow,Static AOI,II-4 VentPaced,377454,30176,Ventricular paced rhythm,377454.0,30176.0,21375.0,167.0,1.0,1.0,0.0,1.0,0.0,21355.0,33.0,0.0,1.0,1.0,2.0,2.0,17.0,17.0,0.0
1384,ECG Study,Fellow 7,MALE,0,Fellow,Static AOI,V5-2 VentPaced,377454,30176,Ventricular paced rhythm,377454.0,30176.0,13125.0,766.0,3.0,1.0,1.0,1.0,2.0,13070.0,167.0,1.0,0.0,1.0,0.0,5.0,17.0,33.0,0.0
1385,ECG Study,Fellow 7,MALE,0,Fellow,Static AOI,V5-3 VentPaced,377454,30176,Ventricular paced rhythm,377454.0,30176.0,13625.0,800.0,3.0,1.0,1.0,1.0,3.0,13487.0,283.0,1.0,1.0,1.0,2.0,12.0,17.0,24.0,0.0
1386,ECG Study,Fellow 7,MALE,0,Fellow,Static AOI,V5-4 VentPaced,377454,30176,Ventricular paced rhythm,377454.0,30176.0,21125.0,633.0,2.0,1.0,0.0,1.0,0.0,20921.0,50.0,0.0,1.0,1.0,3.0,3.0,17.0,17.0,0.0
1387,ECG Study,Fellow 7,MALE,0,Fellow,Stimulus,Left bundle branch block,40542,30215,,,,,,,,,,,,,,,,,,,,
1388,ECG Study,Fellow 7,MALE,0,Fellow,Static AOI,V5-1 LBBB,40542,30215,Left bundle branch block,40542.0,30215.0,7625.0,417.0,1.0,1.0,1.0,1.0,2.0,7766.0,17.0,0.0,0.0,1.0,0.0,1.0,17.0,17.0,0.0
1389,ECG Study,Fellow 7,MALE,0,Fellow,Static AOI,II-1 LBBB,40542,30215,Left bundle branch block,40542.0,30215.0,7375.0,350.0,1.0,1.0,1.0,1.0,2.0,7417.0,184.0,1.0,0.0,1.0,0.0,3.0,117.0,61.0,0.0
1390,ECG Study,Fellow 7,MALE,0,Fellow,Static AOI,V1-1 LBBB,40542,30215,Left bundle branch block,40542.0,30215.0,1125.0,617.0,2.0,1.0,1.0,1.0,2.0,6666.0,149.0,0.0,1.0,1.0,2.0,6.0,17.0,25.0,0.0
1391,ECG Study,Fellow 7,MALE,0,Fellow,Static AOI,1 LBBB,40542,30215,Left bundle branch block,40542.0,30215.0,5875.0,1184.0,4.0,1.0,1.0,1.0,5.0,5833.0,283.0,1.0,1.0,1.0,4.0,10.0,34.0,28.0,0.0
1392,ECG Study,Fellow 7,MALE,0,Fellow,Static AOI,aVR LBBB,40542,30215,Left bundle branch block,40542.0,30215.0,13875.0,3818.0,13.0,1.0,1.0,1.0,8.0,13827.0,1016.0,3.0,1.0,1.0,10.0,40.0,17.0,25.0,0.0
1393,ECG Study,Fellow 7,MALE,0,Fellow,Static AOI,V1 LBBB,40542,30215,Left bundle branch block,40542.0,30215.0,1875.0,1767.0,6.0,1.0,1.0,1.0,4.0,666.0,684.0,2.0,1.0,1.0,6.0,25.0,17.0,27.0,0.0
1394,ECG Study,Fellow 7,MALE,0,Fellow,Static AOI,V4 LBBB,40542,30215,Left bundle branch block,40542.0,30215.0,3875.0,2451.0,8.0,1.0,1.0,1.0,4.0,3800.0,1022.0,3.0,1.0,1.0,6.0,27.0,33.0,38.0,0.0
1395,ECG Study,Fellow 7,MALE,0,Fellow,Static AOI,2 LBBB,40542,30215,Left bundle branch block,40542.0,30215.0,875.0,1867.0,6.0,1.0,1.0,1.0,5.0,1267.0,583.0,2.0,1.0,1.0,8.0,17.0,17.0,34.0,0.0
1396,ECG Study,Fellow 7,MALE,0,Fellow,Static AOI,aVL LBBB,40542,30215,Left bundle branch block,40542.0,30215.0,625.0,2401.0,8.0,1.0,1.0,1.0,7.0,5100.0,400.0,1.0,1.0,1.0,12.0,19.0,16.0,21.0,0.0
1397,ECG Study,Fellow 7,MALE,0,Fellow,Static AOI,V2 LBBB,40542,30215,Left bundle branch block,40542.0,30215.0,375.0,1901.0,6.0,1.0,1.0,1.0,6.0,384.0,616.0,2.0,1.0,1.0,10.0,23.0,83.0,27.0,0.0
1398,ECG Study,Fellow 7,MALE,0,Fellow,Static AOI,V5 LBBB,40542,30215,Left bundle branch block,40542.0,30215.0,4125.0,1217.0,4.0,1.0,1.0,1.0,2.0,4000.0,451.0,1.0,1.0,1.0,5.0,19.0,17.0,24.0,0.0
1399,ECG Study,Fellow 7,MALE,0,Fellow,Static AOI,3 LBBB,40542,30215,Left bundle branch block,40542.0,30215.0,1125.0,984.0,3.0,1.0,1.0,1.0,3.0,1200.0,367.0,1.0,1.0,1.0,5.0,12.0,17.0,31.0,0.0
1400,ECG Study,Fellow 7,MALE,0,Fellow,Static AOI,aVF LBBB,40542,30215,Left bundle branch block,40542.0,30215.0,13125.0,1851.0,6.0,1.0,1.0,1.0,3.0,767.0,351.0,1.0,1.0,1.0,12.0,19.0,17.0,18.0,0.0
1401,ECG Study,Fellow 7,MALE,0,Fellow,Static AOI,V3 LBBB,40542,30215,Left bundle branch block,40542.0,30215.0,2375.0,934.0,3.0,1.0,1.0,1.0,4.0,517.0,300.0,1.0,1.0,1.0,6.0,11.0,33.0,27.0,0.0
1402,ECG Study,Fellow 7,MALE,0,Fellow,Static AOI,V6 LBBB,40542,30215,Left bundle branch block,40542.0,30215.0,2875.0,2051.0,7.0,1.0,1.0,1.0,3.0,2783.0,802.0,3.0,1.0,1.0,6.0,28.0,67.0,29.0,0.0
1403,ECG Study,Fellow 7,MALE,0,Fellow,Static AOI,Information LBBB,40542,30215,Left bundle branch block,40542.0,30215.0,12875.0,117.0,0.0,1.0,0.0,1.0,0.0,30194.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0
1404,ECG Study,Fellow 7,MALE,0,Fellow,Static AOI,V1-2 LBBB,40542,30215,Left bundle branch block,40542.0,30215.0,30125.0,117.0,0.0,1.0,0.0,0.0,0.0,30194.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0
1405,ECG Study,Fellow 7,MALE,0,Fellow,Static AOI,V1-3 LBBB,40542,30215,Left bundle branch block,40542.0,30215.0,2625.0,467.0,2.0,1.0,1.0,1.0,2.0,2683.0,99.0,0.0,1.0,1.0,2.0,4.0,17.0,25.0,0.0
1406,ECG Study,Fellow 7,MALE,0,Fellow,Static AOI,V1-4 LBBB,40542,30215,Left bundle branch block,40542.0,30215.0,11125.0,200.0,1.0,1.0,0.0,1.0,0.0,3183.0,49.0,0.0,1.0,1.0,2.0,2.0,16.0,25.0,0.0
1407,ECG Study,Fellow 7,MALE,0,Fellow,Static AOI,II-2 LBBB,40542,30215,Left bundle branch block,40542.0,30215.0,30125.0,50.0,0.0,1.0,0.0,0.0,0.0,7983.0,17.0,0.0,0.0,1.0,0.0,1.0,17.0,17.0,0.0
1408,ECG Study,Fellow 7,MALE,0,Fellow,Static AOI,II-3 LBBB,40542,30215,Left bundle branch block,40542.0,30215.0,12125.0,317.0,1.0,1.0,0.0,1.0,0.0,12028.0,117.0,0.0,1.0,1.0,2.0,4.0,17.0,29.0,0.0
1409,ECG Study,Fellow 7,MALE,0,Fellow,Static AOI,II-4 LBBB,40542,30215,Left bundle branch block,40542.0,30215.0,30125.0,33.0,0.0,1.0,0.0,0.0,0.0,30194.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0
1410,ECG Study,Fellow 7,MALE,0,Fellow,Static AOI,V5-2 LBBB,40542,30215,Left bundle branch block,40542.0,30215.0,7875.0,217.0,1.0,1.0,1.0,1.0,2.0,7933.0,17.0,0.0,0.0,1.0,0.0,1.0,17.0,17.0,0.0
1411,ECG Study,Fellow 7,MALE,0,Fellow,Static AOI,V5-3 LBBB,40542,30215,Left bundle branch block,40542.0,30215.0,8125.0,867.0,3.0,1.0,1.0,1.0,2.0,8066.0,200.0,1.0,1.0,1.0,2.0,10.0,33.0,20.0,0.0
1412,ECG Study,Fellow 7,MALE,0,Fellow,Static AOI,V5-4 LBBB,40542,30215,Left bundle branch block,40542.0,30215.0,29625.0,484.0,2.0,1.0,0.0,1.0,0.0,23111.0,133.0,0.0,1.0,1.0,3.0,7.0,17.0,19.0,0.0
1413,ECG Study,Fellow 7,MALE,0,Fellow,Stimulus,ST elevation MI,80384,30105,,,,,,,,,,,,,,,,,,,,
1414,ECG Study,Fellow 7,MALE,0,Fellow,Static AOI,V5-1 STEMI,80384,30105,ST elevation MI,80384.0,30105.0,9375.0,233.0,1.0,1.0,0.0,1.0,0.0,9410.0,33.0,0.0,1.0,1.0,2.0,2.0,17.0,17.0,0.0
1415,ECG Study,Fellow 7,MALE,0,Fellow,Static AOI,II-1 STEMI,80384,30105,ST elevation MI,80384.0,30105.0,10125.0,250.0,1.0,1.0,0.0,1.0,0.0,10094.0,34.0,0.0,1.0,1.0,2.0,2.0,17.0,17.0,0.0
1416,ECG Study,Fellow 7,MALE,0,Fellow,Static AOI,V1-1 STEMI,80384,30105,ST elevation MI,80384.0,30105.0,6125.0,217.0,1.0,1.0,1.0,1.0,2.0,5861.0,83.0,0.0,1.0,1.0,3.0,4.0,17.0,21.0,0.0
1417,ECG Study,Fellow 7,MALE,0,Fellow,Static AOI,3 STEMI,80384,30105,ST elevation MI,80384.0,30105.0,6375.0,999.0,3.0,1.0,1.0,1.0,2.0,5894.0,300.0,1.0,1.0,1.0,4.0,13.0,33.0,23.0,0.0
1418,ECG Study,Fellow 7,MALE,0,Fellow,Static AOI,aVF STEMI,80384,30105,ST elevation MI,80384.0,30105.0,6875.0,2382.0,8.0,1.0,1.0,1.0,5.0,6694.0,317.0,1.0,1.0,1.0,7.0,14.0,17.0,23.0,0.0
1419,ECG Study,Fellow 7,MALE,0,Fellow,Static AOI,V3 STEMI,80384,30105,ST elevation MI,80384.0,30105.0,875.0,2615.0,9.0,1.0,1.0,1.0,7.0,778.0,833.0,3.0,1.0,1.0,12.0,35.0,17.0,24.0,0.0
1420,ECG Study,Fellow 7,MALE,0,Fellow,Static AOI,V6 STEMI,80384,30105,ST elevation MI,80384.0,30105.0,17625.0,533.0,2.0,1.0,0.0,1.0,0.0,4328.0,150.0,0.0,1.0,1.0,3.0,7.0,17.0,21.0,0.0
1421,ECG Study,Fellow 7,MALE,0,Fellow,Static AOI,2 STEMI,80384,30105,ST elevation MI,80384.0,30105.0,5375.0,800.0,3.0,1.0,1.0,1.0,2.0,5377.0,368.0,1.0,1.0,1.0,3.0,9.0,67.0,41.0,0.0
1422,ECG Study,Fellow 7,MALE,0,Fellow,Static AOI,aVL STEMI,80384,30105,ST elevation MI,80384.0,30105.0,625.0,1499.0,5.0,1.0,1.0,1.0,2.0,578.0,519.0,2.0,1.0,1.0,2.0,16.0,17.0,32.0,0.0
1423,ECG Study,Fellow 7,MALE,0,Fellow,Static AOI,V2 STEMI,80384,30105,ST elevation MI,80384.0,30105.0,375.0,3448.0,11.0,1.0,1.0,1.0,11.0,361.0,933.0,3.0,1.0,1.0,16.0,31.0,100.0,30.0,0.0
1424,ECG Study,Fellow 7,MALE,0,Fellow,Static AOI,V5 STEMI,80384,30105,ST elevation MI,80384.0,30105.0,2375.0,2832.0,9.0,1.0,1.0,1.0,5.0,1945.0,1365.0,5.0,1.0,1.0,6.0,29.0,17.0,47.0,0.0
1425,ECG Study,Fellow 7,MALE,0,Fellow,Static AOI,1 STEMI,80384,30105,ST elevation MI,80384.0,30105.0,5125.0,900.0,3.0,1.0,1.0,1.0,2.0,4944.0,518.0,2.0,1.0,1.0,2.0,8.0,34.0,65.0,0.0
1426,ECG Study,Fellow 7,MALE,0,Fellow,Static AOI,aVR STEMI,80384,30105,ST elevation MI,80384.0,30105.0,21125.0,700.0,2.0,1.0,0.0,1.0,0.0,20878.0,416.0,1.0,0.0,1.0,0.0,7.0,117.0,59.0,0.0
1427,ECG Study,Fellow 7,MALE,0,Fellow,Static AOI,V1 STEMI,80384,30105,ST elevation MI,80384.0,30105.0,2875.0,1749.0,6.0,1.0,1.0,1.0,3.0,2695.0,700.0,2.0,1.0,1.0,8.0,19.0,17.0,37.0,0.0
1428,ECG Study,Fellow 7,MALE,0,Fellow,Static AOI,V4 STEMI,80384,30105,ST elevation MI,80384.0,30105.0,2125.0,2032.0,7.0,1.0,1.0,1.0,3.0,1978.0,1400.0,5.0,1.0,1.0,4.0,17.0,83.0,82.0,0.0
1429,ECG Study,Fellow 7,MALE,0,Fellow,Static AOI,V1-2 STEMI,80384,30105,ST elevation MI,80384.0,30105.0,7875.0,1982.0,7.0,1.0,1.0,1.0,10.0,7711.0,183.0,1.0,1.0,1.0,7.0,10.0,17.0,18.0,0.0
1430,ECG Study,Fellow 7,MALE,0,Fellow,Static AOI,V1-3 STEMI,80384,30105,ST elevation MI,80384.0,30105.0,11375.0,1066.0,4.0,1.0,1.0,1.0,2.0,11344.0,233.0,1.0,1.0,1.0,4.0,10.0,16.0,23.0,0.0
1431,ECG Study,Fellow 7,MALE,0,Fellow,Static AOI,V1-4 STEMI,80384,30105,ST elevation MI,80384.0,30105.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,30100.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0
1432,ECG Study,Fellow 7,MALE,0,Fellow,Static AOI,II-2 STEMI,80384,30105,ST elevation MI,80384.0,30105.0,8125.0,1549.0,5.0,1.0,1.0,1.0,6.0,8061.0,101.0,0.0,1.0,1.0,5.0,6.0,17.0,17.0,0.0
1433,ECG Study,Fellow 7,MALE,0,Fellow,Static AOI,II-3 STEMI,80384,30105,ST elevation MI,80384.0,30105.0,10875.0,533.0,2.0,1.0,1.0,1.0,2.0,30100.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0
1434,ECG Study,Fellow 7,MALE,0,Fellow,Static AOI,II-4 STEMI,80384,30105,ST elevation MI,80384.0,30105.0,30125.0,50.0,0.0,1.0,0.0,0.0,0.0,30100.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0
1435,ECG Study,Fellow 7,MALE,0,Fellow,Static AOI,V5-2 STEMI,80384,30105,ST elevation MI,80384.0,30105.0,8625.0,966.0,3.0,1.0,1.0,1.0,3.0,8627.0,34.0,0.0,1.0,1.0,2.0,2.0,17.0,17.0,0.0
1436,ECG Study,Fellow 7,MALE,0,Fellow,Static AOI,V5-3 STEMI,80384,30105,ST elevation MI,80384.0,30105.0,125.0,850.0,3.0,1.0,1.0,1.0,5.0,11094.0,100.0,0.0,1.0,1.0,4.0,4.0,17.0,25.0,0.0
1437,ECG Study,Fellow 7,MALE,0,Fellow,Static AOI,V5-4 STEMI,80384,30105,ST elevation MI,80384.0,30105.0,10625.0,350.0,1.0,1.0,1.0,1.0,2.0,30100.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0
1438,ECG Study,Fellow 7,MALE,0,Fellow,Stimulus,Complete heart block,229985,30175,,,,,,,,,,,,,,,,,,,,
1439,ECG Study,Fellow 7,MALE,0,Fellow,Static AOI,V5-1 CompleteHeartBlock,229985,30175,Complete heart block,229985.0,30175.0,10375.0,1249.0,4.0,1.0,1.0,1.0,2.0,10348.0,250.0,1.0,1.0,1.0,4.0,9.0,16.0,28.0,0.0
1440,ECG Study,Fellow 7,MALE,0,Fellow,Static AOI,II-1 CompleteHeartBlock,229985,30175,Complete heart block,229985.0,30175.0,9875.0,383.0,1.0,1.0,1.0,1.0,2.0,9882.0,133.0,0.0,1.0,1.0,2.0,5.0,17.0,27.0,0.0
1441,ECG Study,Fellow 7,MALE,0,Fellow,Static AOI,V1-1 CompleteHeartBlock,229985,30175,Complete heart block,229985.0,30175.0,9625.0,350.0,1.0,1.0,0.0,1.0,0.0,9565.0,150.0,0.0,0.0,1.0,0.0,4.0,17.0,38.0,0.0
1442,ECG Study,Fellow 7,MALE,0,Fellow,Static AOI,3 CompleteHeartBlock,229985,30175,Complete heart block,229985.0,30175.0,8875.0,466.0,2.0,1.0,1.0,1.0,2.0,8582.0,183.0,1.0,1.0,1.0,4.0,9.0,17.0,20.0,0.0
1443,ECG Study,Fellow 7,MALE,0,Fellow,Static AOI,aVF CompleteHeartBlock,229985,30175,Complete heart block,229985.0,30175.0,375.0,1982.0,7.0,1.0,1.0,1.0,9.0,282.0,600.0,2.0,1.0,1.0,6.0,13.0,66.0,46.0,0.0
1444,ECG Study,Fellow 7,MALE,0,Fellow,Static AOI,V3 CompleteHeartBlock,229985,30175,Complete heart block,229985.0,30175.0,625.0,866.0,3.0,1.0,1.0,1.0,4.0,732.0,216.0,1.0,1.0,1.0,4.0,8.0,17.0,27.0,0.0
1445,ECG Study,Fellow 7,MALE,0,Fellow,Static AOI,V6 CompleteHeartBlock,229985,30175,Complete heart block,229985.0,30175.0,6375.0,466.0,2.0,1.0,0.0,1.0,0.0,6116.0,267.0,1.0,1.0,1.0,2.0,5.0,16.0,53.0,0.0
1446,ECG Study,Fellow 7,MALE,0,Fellow,Static AOI,2 CompleteHeartBlock,229985,30175,Complete heart block,229985.0,30175.0,8375.0,933.0,3.0,1.0,1.0,1.0,2.0,7915.0,333.0,1.0,1.0,1.0,6.0,15.0,17.0,22.0,0.0
1447,ECG Study,Fellow 7,MALE,0,Fellow,Static AOI,aVL CompleteHeartBlock,229985,30175,Complete heart block,229985.0,30175.0,19125.0,316.0,1.0,1.0,0.0,1.0,0.0,19298.0,17.0,0.0,0.0,1.0,0.0,1.0,17.0,17.0,0.0
1448,ECG Study,Fellow 7,MALE,0,Fellow,Static AOI,V2 CompleteHeartBlock,229985,30175,Complete heart block,229985.0,30175.0,1375.0,2815.0,9.0,1.0,1.0,1.0,8.0,2098.0,1467.0,5.0,1.0,1.0,7.0,32.0,16.0,46.0,0.0
1449,ECG Study,Fellow 7,MALE,0,Fellow,Static AOI,V5 CompleteHeartBlock,229985,30175,Complete heart block,229985.0,30175.0,5625.0,883.0,3.0,1.0,1.0,1.0,3.0,5532.0,383.0,1.0,0.0,1.0,0.0,7.0,34.0,55.0,0.0
1450,ECG Study,Fellow 7,MALE,0,Fellow,Static AOI,1 CompleteHeartBlock,229985,30175,Complete heart block,229985.0,30175.0,1875.0,1632.0,5.0,1.0,1.0,1.0,3.0,1598.0,1035.0,3.0,1.0,1.0,4.0,18.0,17.0,57.0,0.0
1451,ECG Study,Fellow 7,MALE,0,Fellow,Static AOI,aVR CompleteHeartBlock,229985,30175,Complete heart block,229985.0,30175.0,7375.0,350.0,1.0,1.0,0.0,1.0,0.0,7282.0,200.0,1.0,0.0,1.0,0.0,6.0,34.0,33.0,0.0
1452,ECG Study,Fellow 7,MALE,0,Fellow,Static AOI,V1 CompleteHeartBlock,229985,30175,Complete heart block,229985.0,30175.0,3375.0,1283.0,4.0,1.0,1.0,1.0,2.0,2664.0,834.0,3.0,1.0,1.0,2.0,16.0,17.0,52.0,0.0
1453,ECG Study,Fellow 7,MALE,0,Fellow,Static AOI,V4 CompleteHeartBlock,229985,30175,Complete heart block,229985.0,30175.0,6875.0,516.0,2.0,1.0,0.0,1.0,0.0,6749.0,400.0,1.0,0.0,1.0,0.0,4.0,233.0,100.0,0.0
1454,ECG Study,Fellow 7,MALE,0,Fellow,Static AOI,Information CompleteHeartBlock,229985,30175,Complete heart block,229985.0,30175.0,30125.0,117.0,0.0,1.0,0.0,0.0,0.0,30165.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0
1455,ECG Study,Fellow 7,MALE,0,Fellow,Static AOI,V1-2 CompleteHeartBlock,229985,30175,Complete heart block,229985.0,30175.0,16375.0,1832.0,6.0,1.0,1.0,1.0,9.0,16198.0,301.0,1.0,1.0,1.0,6.0,10.0,67.0,30.0,0.0
1456,ECG Study,Fellow 7,MALE,0,Fellow,Static AOI,V1-3 CompleteHeartBlock,229985,30175,Complete heart block,229985.0,30175.0,875.0,833.0,3.0,1.0,1.0,1.0,3.0,20648.0,17.0,0.0,0.0,1.0,0.0,1.0,17.0,17.0,0.0
1457,ECG Study,Fellow 7,MALE,0,Fellow,Static AOI,V1-4 CompleteHeartBlock,229985,30175,Complete heart block,229985.0,30175.0,6375.0,117.0,0.0,1.0,0.0,1.0,0.0,6282.0,17.0,0.0,0.0,1.0,0.0,1.0,17.0,17.0,0.0
1458,ECG Study,Fellow 7,MALE,0,Fellow,Static AOI,II-2 CompleteHeartBlock copy,229985,30175,Complete heart block,229985.0,30175.0,22375.0,2515.0,8.0,1.0,1.0,1.0,7.0,11565.0,184.0,1.0,1.0,1.0,9.0,11.0,17.0,17.0,0.0
1459,ECG Study,Fellow 7,MALE,0,Fellow,Static AOI,II-3 CompleteHeartBlock copy copy,229985,30175,Complete heart block,229985.0,30175.0,22125.0,483.0,2.0,1.0,0.0,1.0,0.0,22231.0,33.0,0.0,1.0,1.0,2.0,2.0,17.0,17.0,0.0
